country,region,crop,year,window,season_days,rain_sum,rain_mean,dry_days_1mm,dry_days_2mm,max_dry_spell_1mm,dry_spell_events_7d,dry_spell_events_14d,heavy_rain_days_10,heavy_rain_days_20,heavy_rain_days_25,heavy_rain_days_50,max_1day_rain,max_3day_rain,max_7day_rain,wet_days_1mm,season_tmax_mean,season_tmin_mean,season_tmean_mean,growing_degree_days_base5,heat_days_30,heat_days_35,heat_days_40,max_consecutive_heat_days_30,max_consecutive_heat_days_35,heatwave_events_3d_30,heatwave_events_3d_35,heat_degree_days_30,heat_degree_days_35,hot_dry_days_30_1mm,frost_days_0,cold_days_5,min_tmin,frost_events_2d,radiation_sum,radiation_mean,rain_sum_early,heat_days_35_early,frost_days_0_early,radiation_sum_early,max_3day_rain_early,rain_sum_mid,heat_days_35_mid,frost_days_0_mid,radiation_sum_mid,max_3day_rain_mid,rain_sum_late,heat_days_35_late,frost_days_0_late,radiation_sum_late,max_3day_rain_late,lat,lon,yield_t_ha,trend_yield_t_ha,trend_residual_t_ha,trend_residual_z,is_low_yield_anomaly
United States,North Dakota,Wheat,1997,spring,183.0,295.06,1.612,136.0,151.0,14.0,7.0,2.0,5.0,2.0,2.0,0.0,34.63,63.24,64.98,47.0,22.527,8.791,15.659,2090.395,28.0,2.0,0.0,5.0,2.0,6.0,0.0,60.86,0.36,19.0,22.0,50.0,-20.31,4.0,3787.18,20.695,98.08,0.0,22.0,1231.66,63.24,153.21,0.0,0.0,1451.5,51.06,43.77,2.0,0.0,1104.02,12.94,47.5,-100.5,1.6342,2.1632779879879678,-0.5290779879879677,-1.4580425948827622,True
United States,South Dakota,Wheat,1997,spring,183.0,485.08,2.651,105.0,127.0,14.0,4.0,1.0,16.0,4.0,2.0,0.0,28.81,47.6,50.6,78.0,23.241,10.567,16.904,2265.715,33.0,2.0,0.0,6.0,2.0,6.0,0.0,71.41,0.35,13.0,17.0,37.0,-15.44,2.0,3745.07,20.465,168.44,0.0,17.0,1162.09,47.6,236.5,2.0,0.0,1466.74,46.17,80.14,0.0,0.0,1116.24,17.98,44.5,-100.0,1.9301,2.3631684384384357,-0.4330684384384358,-1.1586822418459581,True
United States,Illinois,Oats,1998,spring,183.0,706.93,3.863,103.0,115.0,11.0,4.0,0.0,24.0,9.0,3.0,0.0,28.13,55.2,79.11,80.0,25.01,14.514,19.762,2701.515,16.0,0.0,0.0,5.0,0.0,2.0,0.0,23.46,0.0,10.0,2.0,19.0,-1.69,0.0,3504.19,19.149,260.39,0.0,2.0,1102.0,45.21,290.01,0.0,0.0,1302.74,37.57,156.53,0.0,0.0,1099.45,55.2,40.0,-89.0,2.0086,2.383922436722422,-0.37532243672242194,-1.2096523996110329,True
United States,Minnesota,Barley,1999,spring,183.0,657.89,3.595,92.0,111.0,12.0,3.0,0.0,20.0,7.0,3.0,0.0,35.27,82.64,102.06,91.0,21.356,10.291,15.824,1989.51,11.0,0.0,0.0,4.0,0.0,2.0,0.0,14.15,0.0,3.0,9.0,38.0,-3.4,3.0,3354.02,18.328,219.42,0.0,9.0,1085.19,82.64,265.37,0.0,0.0,1325.96,35.23,173.1,0.0,0.0,942.87,34.38,46.0,-94.0,2.5286,3.096537378807369,-0.5679373788073692,-1.1050805690968428,True
United States,Texas,Barley,1999,spring,183.0,299.66,1.637,132.0,147.0,24.0,8.0,1.0,10.0,1.0,0.0,0.0,20.87,48.11,51.92,51.0,33.274,20.032,26.653,3962.485,140.0,66.0,8.0,61.0,19.0,11.0,7.0,708.48,168.63,111.0,0.0,3.0,3.71,0.0,4159.05,22.727,157.38,2.0,0.0,1308.7,48.11,123.03,19.0,0.0,1469.46,39.84,19.25,45.0,0.0,1380.89,3.85,31.0,-99.0,1.883,2.1989527272727294,-0.3159527272727294,-1.0063475532620356,True
United States,Montana,Barley,2000,spring,183.0,281.42,1.538,117.0,144.0,23.0,7.0,1.0,3.0,0.0,0.0,0.0,17.57,29.44,38.48,66.0,21.351,6.847,14.099,1731.155,28.0,4.0,0.0,8.0,2.0,3.0,0.0,68.14,1.69,23.0,29.0,68.0,-8.77,6.0,3813.88,20.841,107.02,0.0,23.0,1203.92,24.79,120.19,3.0,1.0,1486.37,29.44,54.21,1.0,5.0,1123.59,20.25,47.0,-110.0,2.152,2.627072136422136,-0.47507213642213575,-1.332758740303602,True
United States,Nebraska,Barley,2000,spring,183.0,329.01,1.798,124.0,138.0,15.0,5.0,2.0,10.0,1.0,0.0,0.0,22.86,28.04,37.48,59.0,27.748,12.497,20.123,2782.04,83.0,34.0,1.0,17.0,10.0,10.0,4.0,363.14,65.55,60.0,10.0,30.0,-4.14,4.0,3925.5,21.451,108.33,1.0,10.0,1228.89,28.04,158.53,11.0,0.0,1515.84,24.19,62.15,22.0,0.0,1180.77,12.53,41.5,-99.8,1.4526,2.389104285714275,-0.9365042857142751,-2.142621478814649,True
United States,Nebraska,Oats,2000,spring,183.0,329.01,1.798,124.0,138.0,15.0,5.0,2.0,10.0,1.0,0.0,0.0,22.86,28.04,37.48,59.0,27.748,12.497,20.123,2782.04,83.0,34.0,1.0,17.0,10.0,10.0,4.0,363.14,65.55,60.0,10.0,30.0,-4.14,4.0,3925.5,21.451,108.33,1.0,10.0,1228.89,28.04,158.53,11.0,0.0,1515.84,24.19,62.15,22.0,0.0,1180.77,12.53,41.5,-99.8,1.5064,2.106429965679963,-0.600029965679963,-1.7065986319421915,True
United States,Montana,Barley,2001,spring,183.0,278.03,1.519,122.0,149.0,24.0,5.0,2.0,6.0,0.0,0.0,0.0,16.59,38.14,48.65,61.0,22.281,7.517,14.899,1884.155,32.0,1.0,0.0,6.0,1.0,4.0,0.0,60.23,1.1,27.0,28.0,59.0,-6.09,4.0,3992.44,21.817,58.54,0.0,28.0,1284.55,12.0,166.88,0.0,0.0,1471.23,38.14,52.61,1.0,0.0,1236.66,33.98,47.0,-110.0,2.2058,2.6370569626769615,-0.43125696267696156,-1.2098404479226033,True
United States,Washington,Barley,2001,spring,183.0,182.38,0.997,138.0,155.0,32.0,6.0,3.0,1.0,0.0,0.0,0.0,12.95,20.01,26.73,45.0,18.595,5.257,11.926,1355.225,8.0,0.0,0.0,6.0,0.0,1.0,0.0,12.0,0.0,8.0,35.0,78.0,-6.04,5.0,3725.91,20.36,88.76,0.0,35.0,1163.04,19.78,59.21,0.0,0.0,1411.1,14.09,34.41,0.0,0.0,1151.77,20.01,47.4,-120.7,2.69,3.330364813384813,-0.6403648133848132,-1.0498872144467293,True
United States,Montana,Canola,2001,spring,183.0,278.03,1.519,122.0,149.0,24.0,5.0,2.0,6.0,0.0,0.0,0.0,16.59,38.14,48.65,61.0,22.281,7.517,14.899,1884.155,32.0,1.0,0.0,6.0,1.0,4.0,0.0,60.23,1.1,27.0,28.0,59.0,-6.09,4.0,3992.44,21.817,58.54,0.0,28.0,1284.55,12.0,166.88,0.0,0.0,1471.23,38.14,52.61,1.0,0.0,1236.66,33.98,47.0,-110.0,1.02,1.3948650183150235,-0.3748650183150235,-1.1345030117169015,True
United States,Washington,Oats,2001,spring,183.0,182.38,0.997,138.0,155.0,32.0,6.0,3.0,1.0,0.0,0.0,0.0,12.95,20.01,26.73,45.0,18.595,5.257,11.926,1355.225,8.0,0.0,0.0,6.0,0.0,1.0,0.0,12.0,0.0,8.0,35.0,78.0,-6.04,5.0,3725.91,20.36,88.76,0.0,35.0,1163.04,19.78,59.21,0.0,0.0,1411.1,14.09,34.41,0.0,0.0,1151.77,20.01,47.4,-120.7,1.9727,2.4758611330049263,-0.5031611330049264,-1.13929852967335,True
United States,Montana,Wheat,2001,spring,183.0,278.03,1.519,122.0,149.0,24.0,5.0,2.0,6.0,0.0,0.0,0.0,16.59,38.14,48.65,61.0,22.281,7.517,14.899,1884.155,32.0,1.0,0.0,6.0,1.0,4.0,0.0,60.23,1.1,27.0,28.0,59.0,-6.09,4.0,3992.44,21.817,58.54,0.0,28.0,1284.55,12.0,166.88,0.0,0.0,1471.23,38.14,52.61,1.0,0.0,1236.66,33.98,47.0,-110.0,1.54,2.152728283998286,-0.6127282839982859,-1.7175823091250286,True
United States,Minnesota,Barley,2002,spring,183.0,674.2,3.684,102.0,124.0,12.0,2.0,0.0,21.0,7.0,5.0,0.0,48.31,66.11,110.07,81.0,21.086,9.656,15.371,1972.83,14.0,0.0,0.0,5.0,0.0,1.0,0.0,17.64,0.0,8.0,28.0,53.0,-9.12,5.0,3418.44,18.68,127.87,0.0,28.0,1133.76,32.64,295.49,0.0,0.0,1283.16,66.11,250.84,0.0,0.0,1001.52,49.06,46.0,-94.0,2.2058,3.161413401973398,-0.9556134019733982,-1.8594123956182027,True
United States,Montana,Barley,2002,spring,183.0,344.03,1.88,117.0,136.0,11.0,5.0,0.0,9.0,1.0,0.0,0.0,24.47,33.62,44.88,66.0,20.126,5.781,12.954,1584.77,23.0,5.0,0.0,4.0,4.0,4.0,1.0,58.34,12.57,14.0,44.0,74.0,-14.88,9.0,3770.11,20.602,87.16,0.0,40.0,1179.62,23.34,136.21,5.0,0.0,1485.4,29.84,120.66,0.0,4.0,1105.09,33.62,47.0,-110.0,2.2596,2.647041788931787,-0.3874417889317874,-1.0869221555416047,True
United States,Nebraska,Barley,2002,spring,183.0,254.06,1.388,130.0,152.0,18.0,8.0,2.0,6.0,0.0,0.0,0.0,18.13,29.72,41.73,53.0,27.742,12.96,20.351,2825.84,80.0,45.0,5.0,20.0,13.0,8.0,4.0,424.58,105.56,52.0,8.0,34.0,-7.3,2.0,4055.41,22.161,81.52,1.0,8.0,1302.63,21.21,63.02,34.0,0.0,1585.59,12.87,109.52,10.0,0.0,1167.19,29.72,41.5,-99.8,1.7216,2.425227142857139,-0.703627142857139,-1.6098235238857797,True
United States,North Dakota,Barley,2002,spring,183.0,298.94,1.634,122.0,141.0,22.0,5.0,1.0,6.0,1.0,1.0,0.0,32.66,38.78,42.26,61.0,22.935,8.925,15.93,2096.72,45.0,10.0,2.0,9.0,4.0,7.0,1.0,149.08,28.5,31.0,35.0,58.0,-10.61,6.0,3638.74,19.884,72.34,0.0,33.0,1201.09,21.32,146.37,9.0,0.0,1394.58,38.78,80.23,1.0,2.0,1043.07,19.74,47.5,-100.5,2.421,3.003649652509651,-0.5826496525096512,-1.6276614034310024,True
United States,South Dakota,Barley,2002,spring,183.0,288.76,1.578,131.0,148.0,11.0,8.0,0.0,8.0,1.0,1.0,0.0,29.77,30.6,43.23,52.0,26.752,12.068,19.41,2663.215,73.0,34.0,7.0,19.0,7.0,9.0,5.0,378.77,106.84,48.0,16.0,45.0,-7.36,5.0,3820.57,20.877,54.36,0.0,16.0,1274.98,16.37,100.75,25.0,0.0,1452.3,28.71,133.65,9.0,0.0,1093.29,30.6,44.5,-100.0,1.883,2.4424528505002376,-0.5594528505002376,-1.1846046731451791,True
United States,Minnesota,Canola,2002,spring,183.0,674.2,3.684,102.0,124.0,12.0,2.0,0.0,21.0,7.0,5.0,0.0,48.31,66.11,110.07,81.0,21.086,9.656,15.371,1972.83,14.0,0.0,0.0,5.0,0.0,1.0,0.0,17.64,0.0,8.0,28.0,53.0,-9.12,5.0,3418.44,18.68,127.87,0.0,28.0,1133.76,32.64,295.49,0.0,0.0,1283.16,66.11,250.84,0.0,0.0,1001.52,49.06,46.0,-94.0,0.9976,1.486950837438414,-0.4893508374384139,-1.621833898809787,True
United States,Montana,Canola,2002,spring,183.0,344.03,1.88,117.0,136.0,11.0,5.0,0.0,9.0,1.0,0.0,0.0,24.47,33.62,44.88,66.0,20.126,5.781,12.954,1584.77,23.0,5.0,0.0,4.0,4.0,4.0,1.0,58.34,12.57,14.0,44.0,74.0,-14.88,9.0,3770.11,20.602,87.16,0.0,40.0,1179.62,23.34,136.21,5.0,0.0,1485.4,29.84,120.66,0.0,4.0,1105.09,33.62,47.0,-110.0,1.0088,1.3980328449328505,-0.3892328449328506,-1.17798624374271,True
United States,North Dakota,Canola,2002,spring,183.0,298.94,1.634,122.0,141.0,22.0,5.0,1.0,6.0,1.0,1.0,0.0,32.66,38.78,42.26,61.0,22.935,8.925,15.93,2096.72,45.0,10.0,2.0,9.0,4.0,7.0,1.0,149.08,28.5,31.0,35.0,58.0,-10.61,6.0,3638.74,19.884,72.34,0.0,33.0,1201.09,21.32,146.37,9.0,0.0,1394.58,38.78,80.23,1.0,2.0,1043.07,19.74,47.5,-100.5,1.3562,1.6189015126050492,-0.26270151260504915,-1.368269051117264,True
United States,Colorado,Oats,2002,spring,183.0,161.7,0.884,138.0,158.0,29.0,9.0,2.0,1.0,0.0,0.0,0.0,12.88,21.61,30.39,45.0,21.77,4.329,13.05,1500.895,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.24,0.0,3.0,50.0,85.0,-6.76,6.0,4160.07,22.733,31.51,0.0,46.0,1407.53,9.89,52.43,0.0,0.0,1537.38,10.35,77.76,0.0,4.0,1215.16,21.61,39.0,-105.5,1.7934,2.252713694581292,-0.4593136945812919,-1.718351168953592,True
United States,Nebraska,Oats,2002,spring,183.0,254.06,1.388,130.0,152.0,18.0,8.0,2.0,6.0,0.0,0.0,0.0,18.13,29.72,41.73,53.0,27.742,12.96,20.351,2825.84,80.0,45.0,5.0,20.0,13.0,8.0,4.0,424.58,105.56,52.0,8.0,34.0,-7.3,2.0,4055.41,22.161,81.52,1.0,8.0,1302.63,21.21,63.02,34.0,0.0,1585.59,12.87,109.52,10.0,0.0,1167.19,29.72,41.5,-99.8,1.5423,2.1177938266838243,-0.5754938266838243,-1.6368132151480448,True
United States,North Dakota,Oats,2002,spring,183.0,298.94,1.634,122.0,141.0,22.0,5.0,1.0,6.0,1.0,1.0,0.0,32.66,38.78,42.26,61.0,22.935,8.925,15.93,2096.72,45.0,10.0,2.0,9.0,4.0,7.0,1.0,149.08,28.5,31.0,35.0,58.0,-10.61,6.0,3638.74,19.884,72.34,0.0,33.0,1201.09,21.32,146.37,9.0,0.0,1394.58,38.78,80.23,1.0,2.0,1043.07,19.74,47.5,-100.5,1.5064,2.095646516516503,-0.5892465165165028,-1.575132154358773,True
United States,South Dakota,Oats,2002,spring,183.0,288.76,1.578,131.0,148.0,11.0,8.0,0.0,8.0,1.0,1.0,0.0,29.77,30.6,43.23,52.0,26.752,12.068,19.41,2663.215,73.0,34.0,7.0,19.0,7.0,9.0,5.0,378.77,106.84,48.0,16.0,45.0,-7.36,5.0,3820.57,20.877,54.36,0.0,16.0,1274.98,16.37,100.75,25.0,0.0,1452.3,28.71,133.65,9.0,0.0,1093.29,30.6,44.5,-100.0,1.614,2.3005976619476556,-0.6865976619476555,-2.341662664462104,True
United States,Colorado,Wheat,2002,winter,303.0,156.15,0.515,258.0,288.0,29.0,13.0,6.0,0.0,0.0,0.0,0.0,6.7,9.89,12.8,45.0,10.871,-4.59,3.14,818.565,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.39,0.0,1.0,220.0,261.0,-25.31,10.0,5092.44,16.807,51.17,0.0,63.0,1416.79,9.53,51.07,0.0,101.0,1273.52,5.14,53.91,0.0,56.0,2402.13,9.89,39.0,-105.5,1.5333,2.288568871728872,-0.7552688717288718,-1.6928447829691415,True
United States,Illinois,Wheat,2002,winter,303.0,998.25,3.295,203.0,222.0,31.0,9.0,2.0,33.0,12.0,9.0,1.0,57.98,88.34,132.15,100.0,14.943,3.799,9.371,1871.73,12.0,0.0,0.0,5.0,0.0,2.0,0.0,8.21,0.0,8.0,114.0,176.0,-20.64,12.0,3953.76,13.049,282.6,0.0,15.0,1174.91,56.18,221.23,0.0,82.0,911.31,68.33,494.42,0.0,17.0,1867.54,88.34,40.0,-89.0,3.2953,3.7840975375375194,-0.4887975375375193,-1.144304121187356,True
United States,Minnesota,Wheat,2002,spring,183.0,674.2,3.684,102.0,124.0,12.0,2.0,0.0,21.0,7.0,5.0,0.0,48.31,66.11,110.07,81.0,21.086,9.656,15.371,1972.83,14.0,0.0,0.0,5.0,0.0,1.0,0.0,17.64,0.0,8.0,28.0,53.0,-9.12,5.0,3418.44,18.68,127.87,0.0,28.0,1133.76,32.64,295.49,0.0,0.0,1283.16,66.11,250.84,0.0,0.0,1001.52,49.06,46.0,-94.0,2.2865,3.0337430501930527,-0.7472430501930525,-1.6635606871991282,True
United States,Montana,Wheat,2002,spring,183.0,344.03,1.88,117.0,136.0,11.0,5.0,0.0,9.0,1.0,0.0,0.0,24.47,33.62,44.88,66.0,20.126,5.781,12.954,1584.77,23.0,5.0,0.0,4.0,4.0,4.0,1.0,58.34,12.57,14.0,44.0,74.0,-14.88,9.0,3770.11,20.602,87.16,0.0,40.0,1179.62,23.34,136.21,5.0,0.0,1485.4,29.84,120.66,0.0,4.0,1105.09,33.62,47.0,-110.0,1.5535,2.163399146289148,-0.6098991462891479,-1.7096517516394407,True
United States,Nebraska,Wheat,2002,winter,303.0,289.9,0.957,250.0,267.0,48.0,11.0,6.0,4.0,1.0,1.0,0.0,30.24,38.4,46.87,53.0,15.277,2.107,8.692,1842.525,32.0,17.0,0.0,10.0,10.0,5.0,1.0,145.9,26.01,23.0,142.0,192.0,-20.7,10.0,4548.34,15.011,133.34,2.0,27.0,1268.81,38.4,26.61,0.0,98.0,1012.34,11.59,129.95,15.0,17.0,2267.19,21.21,41.5,-99.8,2.2193,2.659434118404114,-0.4401341184041141,-1.1726945429556503,True
United States,North Dakota,Wheat,2002,spring,183.0,298.94,1.634,122.0,141.0,22.0,5.0,1.0,6.0,1.0,1.0,0.0,32.66,38.78,42.26,61.0,22.935,8.925,15.93,2096.72,45.0,10.0,2.0,9.0,4.0,7.0,1.0,149.08,28.5,31.0,35.0,58.0,-10.61,6.0,3638.74,19.884,72.34,0.0,33.0,1201.09,21.32,146.37,9.0,0.0,1394.58,38.78,80.23,1.0,2.0,1043.07,19.74,47.5,-100.5,1.836,2.3639458773058664,-0.5279458773058663,-1.4549227039893555,True
United States,South Dakota,Wheat,2002,spring,183.0,288.76,1.578,131.0,148.0,11.0,8.0,0.0,8.0,1.0,1.0,0.0,29.77,30.6,43.23,52.0,26.752,12.068,19.41,2663.215,73.0,34.0,7.0,19.0,7.0,9.0,5.0,378.77,106.84,48.0,16.0,45.0,-7.36,5.0,3820.57,20.877,54.36,0.0,16.0,1274.98,16.37,100.75,25.0,0.0,1452.3,28.71,133.65,9.0,0.0,1093.29,30.6,44.5,-100.0,1.7754,2.548265478335466,-0.772865478335466,-2.06781521256112,True
United States,Montana,Barley,2003,spring,183.0,277.36,1.516,123.0,138.0,18.0,7.0,3.0,5.0,0.0,0.0,0.0,13.37,26.32,40.87,60.0,21.531,7.622,14.577,1822.655,35.0,10.0,0.0,11.0,2.0,3.0,0.0,118.42,8.35,30.0,28.0,68.0,-5.71,7.0,3821.12,20.88,143.64,0.0,25.0,1173.0,26.32,82.29,6.0,0.0,1542.93,18.4,51.43,4.0,3.0,1105.19,20.13,47.0,-110.0,2.152,2.657026615186613,-0.5050266151866127,-1.4167924908099077,True
United States,Washington,Barley,2003,spring,183.0,122.49,0.669,142.0,167.0,45.0,6.0,2.0,1.0,0.0,0.0,0.0,12.08,18.01,21.43,41.0,19.662,6.38,13.021,1530.07,13.0,0.0,0.0,5.0,0.0,1.0,0.0,16.19,0.0,13.0,28.0,67.0,-5.72,5.0,3817.29,20.86,86.44,0.0,28.0,1011.52,18.01,15.14,0.0,0.0,1625.34,4.45,20.91,0.0,0.0,1180.43,6.35,47.4,-120.7,2.5286,3.3467064092664085,-0.8181064092664085,-1.341297087523728,True
United States,Montana,Canola,2003,spring,183.0,277.36,1.516,123.0,138.0,18.0,7.0,3.0,5.0,0.0,0.0,0.0,13.37,26.32,40.87,60.0,21.531,7.622,14.577,1822.655,35.0,10.0,0.0,11.0,2.0,3.0,0.0,118.42,8.35,30.0,28.0,68.0,-5.71,7.0,3821.12,20.88,143.64,0.0,25.0,1173.0,26.32,82.29,6.0,0.0,1542.93,18.4,51.43,4.0,3.0,1105.19,20.13,47.0,-110.0,1.0536,1.4012006715506766,-0.34760067155067653,-1.0519893547859902,True
United States,Washington,Oats,2003,spring,183.0,122.49,0.669,142.0,167.0,45.0,6.0,2.0,1.0,0.0,0.0,0.0,12.08,18.01,21.43,41.0,19.662,6.38,13.021,1530.07,13.0,0.0,0.0,5.0,0.0,1.0,0.0,16.19,0.0,13.0,28.0,67.0,-5.72,5.0,3817.29,20.86,86.44,0.0,28.0,1011.52,18.01,15.14,0.0,0.0,1625.34,4.45,20.91,0.0,0.0,1180.43,6.35,47.4,-120.7,1.7934,2.4512663546798024,-0.6578663546798023,-1.4895947271048993,True
United States,Kansas,Barley,2004,spring,183.0,559.96,3.06,114.0,123.0,11.0,6.0,0.0,19.0,4.0,2.0,1.0,51.2,68.02,87.07,69.0,28.041,14.797,21.419,3005.425,75.0,16.0,0.0,13.0,4.0,13.0,3.0,249.19,28.16,54.0,2.0,16.0,-1.17,0.0,4016.83,21.95,119.03,2.0,2.0,1313.57,20.56,307.48,9.0,0.0,1408.58,68.02,133.45,5.0,0.0,1294.68,39.81,38.5,-98.0,1.5064,2.216517285984761,-0.7101172859847609,-1.2299711919891565,True
United States,Colorado,Oats,2004,spring,183.0,322.21,1.761,112.0,129.0,20.0,7.0,2.0,3.0,0.0,0.0,0.0,16.28,26.36,42.59,71.0,19.167,3.051,11.109,1221.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,103.0,-10.38,4.0,3882.13,21.214,103.73,0.0,41.0,1313.44,25.63,137.75,0.0,0.0,1369.43,26.36,80.73,0.0,4.0,1199.26,22.96,39.0,-105.5,1.9727,2.278193103448288,-0.3054931034482882,-1.1428887002730528,True
United States,Colorado,Wheat,2004,winter,304.0,294.09,0.967,235.0,258.0,28.0,12.0,7.0,1.0,0.0,0.0,0.0,13.5,25.63,35.73,69.0,10.32,-4.578,2.871,721.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,281.0,-24.09,9.0,4878.14,16.047,59.67,0.0,60.0,1426.4,11.62,64.31,0.0,101.0,1239.44,8.05,170.11,0.0,51.0,2212.3,25.63,39.0,-105.5,1.8427,2.3067145345345335,-0.46401453453453345,-1.0400330444051742,True
United States,Minnesota,Barley,2005,spring,183.0,392.1,2.143,116.0,137.0,8.0,3.0,0.0,12.0,4.0,1.0,0.0,25.81,27.38,49.0,67.0,23.496,11.215,17.355,2284.105,27.0,5.0,0.0,9.0,2.0,4.0,0.0,95.41,6.06,22.0,16.0,36.0,-4.4,4.0,3361.92,18.371,115.06,0.0,16.0,1012.42,26.04,161.95,2.0,0.0,1321.52,27.38,115.09,3.0,0.0,1027.98,25.99,46.0,-94.0,2.3134,3.22628942513942,-0.91288942513942,-1.7762809829034452,True
United States,Minnesota,Canola,2005,spring,183.0,392.1,2.143,116.0,137.0,8.0,3.0,0.0,12.0,4.0,1.0,0.0,25.81,27.38,49.0,67.0,23.496,11.215,17.355,2284.105,27.0,5.0,0.0,9.0,2.0,4.0,0.0,95.41,6.06,22.0,16.0,36.0,-4.4,4.0,3361.92,18.371,115.06,0.0,16.0,1012.42,26.04,161.95,2.0,0.0,1321.52,27.38,115.09,3.0,0.0,1027.98,25.99,46.0,-94.0,0.9191,1.612920098522153,-0.693820098522153,-2.299497353165133,True
United States,Colorado,Wheat,2005,winter,303.0,286.15,0.944,225.0,260.0,17.0,9.0,5.0,2.0,0.0,0.0,0.0,12.24,18.51,23.58,78.0,9.568,-4.321,2.624,622.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,272.0,-22.91,7.0,4834.02,15.954,93.45,0.0,66.0,1344.45,11.85,70.63,0.0,101.0,1214.22,11.66,122.07,0.0,59.0,2275.35,18.51,39.0,-105.5,1.6409,2.315787365937366,-0.674887365937366,-1.5126792580549857,True
United States,Kansas,Barley,2006,spring,183.0,507.03,2.771,116.0,128.0,15.0,4.0,1.0,13.0,4.0,3.0,0.0,31.04,60.52,88.37,67.0,29.81,15.981,22.896,3274.965,93.0,42.0,8.0,24.0,9.0,11.0,5.0,465.74,134.46,57.0,0.0,8.0,0.68,0.0,4085.95,22.328,149.25,3.0,0.0,1328.63,28.19,138.72,29.0,0.0,1562.03,30.86,219.06,10.0,0.0,1195.29,60.52,38.5,-98.0,1.4526,2.2455274300742367,-0.7929274300742368,-1.3734039652010908,True
